Name,Name photo,Date,region,site,reef name,reef area,understory,Height (cm),Latitude,Longitude,Depth,Camera,Photographer,Water quality,Strobes,Framing gear used,White balance card,Comments,Annotation status,Annotation area,Pseudechinus magellanicus,Tegula patagonica ,Leucippa pentagona,Arbacia dufresnii,Patagonotothen,Ribeiroclinus eigenmanni,Helcogrammoides cunninghami,Pachycheles chubutensis,Doris fontainii,Diaulula punctuolata,Allostichaster capensis,Polycera marplatensis,Fissurellidea patagonica,Fissurella radiosa tixierae,Phrikoceros mopsus,Cosmasterias lurida,Sebastes oculatus,Trapania sp.,Cycethra verrucosa,Pleurobranchaea maculata,Ophioplocus januarii,Odontaster penicillatus,Calliostoma,Heterobranchia
IMG_5549 00318.jpg,IMG_5549.jpg,22/03/2019,GolfoNuevo,Pardelas,Middle_West,horizontal,no,45,-42.623778,-64.266139,medium,canon100d,Gonzalo Bravo,good,Light,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5550 00319.jpg,IMG_5550.jpg,22/03/2019,GolfoNuevo,Pardelas,Middle_West,horizontal,no,45,-42.623778,-64.266139,medium,canon100d,Gonzalo Bravo,good,Light,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
IMG_5551 00320.jpg,IMG_5551.jpg,22/03/2019,GolfoNuevo,Pardelas,Middle_West,vertical,no,45,-42.623778,-64.266139,medium,canon100d,Gonzalo Bravo,good,Light,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5552 00321.jpg,IMG_5552.jpg,22/03/2019,GolfoNuevo,Pardelas,Middle_West,overhang,no,45,-42.623778,-64.266139,medium,canon100d,Gonzalo Bravo,good,Light,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMG_5553 00322.jpg,IMG_5553.jpg,22/03/2019,GolfoNuevo,Pardelas,Middle_West,cavefloor,no,45,-42.623778,-64.266139,medium,canon100d,Gonzalo Bravo,good,Light,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5554 00323.jpg,IMG_5554.jpg,22/03/2019,GolfoNuevo,Pardelas,Middle_West,cavefloor,no,45,-42.623778,-64.266139,medium,canon100d,Gonzalo Bravo,good,Light,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5555 00324.jpg,IMG_5555.jpg,22/03/2019,GolfoNuevo,Pardelas,Middle_West,overhang,no,45,-42.623778,-64.266139,medium,canon100d,Gonzalo Bravo,good,Light,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5557 00325.jpg,IMG_5557.jpg,22/03/2019,GolfoNuevo,Pardelas,Middle_West,horizontal,no,45,-42.623778,-64.266139,medium,canon100d,Gonzalo Bravo,good,Light,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5558 00326.jpg,IMG_5558.jpg,22/03/2019,GolfoNuevo,Pardelas,Middle_West,horizontal,no,45,-42.623778,-64.266139,medium,canon100d,Gonzalo Bravo,good,Light,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5559 00327.jpg,IMG_5559.jpg,22/03/2019,GolfoNuevo,Pardelas,Middle_West,vertical,no,45,-42.623778,-64.266139,medium,canon100d,Gonzalo Bravo,good,Light,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5560 00328.jpg,IMG_5560.jpg,22/03/2019,GolfoNuevo,Pardelas,Middle_West,overhang,no,45,-42.623778,-64.266139,medium,canon100d,Gonzalo Bravo,good,Light,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5561 00329.jpg,IMG_5561.jpg,22/03/2019,GolfoNuevo,Pardelas,Middle_West,cavefloor,no,45,-42.623778,-64.266139,medium,canon100d,Gonzalo Bravo,good,Light,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
IMG_5562 00330.jpg,IMG_5562.jpg,22/03/2019,GolfoNuevo,Pardelas,Middle_West,cavefloor,no,45,-42.623778,-64.266139,medium,canon100d,Gonzalo Bravo,good,Light,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5563 00331.jpg,IMG_5563.jpg,22/03/2019,GolfoNuevo,Pardelas,Middle_West,overhang,no,45,-42.623778,-64.266139,medium,canon100d,Gonzalo Bravo,good,Light,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5564 00332.jpg,IMG_5564.jpg,22/03/2019,GolfoNuevo,Pardelas,Middle_West,vertical,no,45,-42.623778,-64.266139,medium,canon100d,Gonzalo Bravo,good,Light,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5565 00333.jpg,IMG_5565.jpg,22/03/2019,GolfoNuevo,Pardelas,Middle_West,horizontal,no,45,-42.623778,-64.266139,medium,canon100d,Gonzalo Bravo,good,Light,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5566 00334.jpg,IMG_5566.jpg,22/03/2019,GolfoNuevo,Pardelas,Middle_West,horizontal,no,45,-42.623778,-64.266139,medium,canon100d,Gonzalo Bravo,good,Light,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5567 00335.jpg,IMG_5567.jpg,22/03/2019,GolfoNuevo,Pardelas,Middle_West,vertical,no,45,-42.623778,-64.266139,medium,canon100d,Gonzalo Bravo,good,Light,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5568 00336.jpg,IMG_5568.jpg,22/03/2019,GolfoNuevo,Pardelas,Middle_West,overhang,no,45,-42.623778,-64.266139,medium,canon100d,Gonzalo Bravo,good,Light,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5569 00337.jpg,IMG_5569.jpg,22/03/2019,GolfoNuevo,Pardelas,Middle_West,cavefloor,no,45,-42.623778,-64.266139,medium,canon100d,Gonzalo Bravo,good,Light,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5570 00338.jpg,IMG_5570.jpg,22/03/2019,GolfoNuevo,Pardelas,Middle_West,cavefloor,no,45,-42.623778,-64.266139,medium,canon100d,Gonzalo Bravo,good,Light,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5571 00339.jpg,IMG_5571.jpg,22/03/2019,GolfoNuevo,Pardelas,Middle_West,overhang,no,45,-42.623778,-64.266139,medium,canon100d,Gonzalo Bravo,good,Light,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5572 00340.jpg,IMG_5572.jpg,22/03/2019,GolfoNuevo,Pardelas,Middle_West,vertical,no,45,-42.623778,-64.266139,medium,canon100d,Gonzalo Bravo,good,Light,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5573 00341.jpg,IMG_5573.jpg,22/03/2019,GolfoNuevo,Pardelas,Middle_West,horizontal,no,45,-42.623778,-64.266139,medium,canon100d,Gonzalo Bravo,good,Light,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,4,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
IMG_5574 00342.jpg,IMG_5574.jpg,22/03/2019,GolfoNuevo,Pardelas,Middle_West,horizontal,no,45,-42.623778,-64.266139,medium,canon100d,Gonzalo Bravo,good,Light,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5575 00343.jpg,IMG_5575.jpg,22/03/2019,GolfoNuevo,Pardelas,Middle_West,vertical,no,45,-42.623778,-64.266139,medium,canon100d,Gonzalo Bravo,good,Light,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5576 00344.jpg,IMG_5576.jpg,22/03/2019,GolfoNuevo,Pardelas,Middle_West,overhang,no,45,-42.623778,-64.266139,medium,canon100d,Gonzalo Bravo,good,Light,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5577 00345.jpg,IMG_5577.jpg,22/03/2019,GolfoNuevo,Pardelas,Middle_West,cavefloor,no,45,-42.623778,-64.266139,medium,canon100d,Gonzalo Bravo,good,Light,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
IMG_5578 00346.jpg,IMG_5578.jpg,22/03/2019,GolfoNuevo,Pardelas,Middle_West,cavefloor,no,45,-42.623778,-64.266139,medium,canon100d,Gonzalo Bravo,good,Light,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5579 00347.jpg,IMG_5579.jpg,22/03/2019,GolfoNuevo,Pardelas,Middle_West,overhang,no,45,-42.623778,-64.266139,medium,canon100d,Gonzalo Bravo,good,Light,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5580 00348.jpg,IMG_5580.jpg,22/03/2019,GolfoNuevo,Pardelas,Middle_West,vertical,no,45,-42.623778,-64.266139,medium,canon100d,Gonzalo Bravo,good,Light,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5581 00349.jpg,IMG_5581.jpg,22/03/2019,GolfoNuevo,Pardelas,Middle_West,horizontal,no,45,-42.623778,-64.266139,medium,canon100d,Gonzalo Bravo,good,Light,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5582 00350.jpg,IMG_5582.jpg,22/03/2019,GolfoNuevo,Pardelas,Middle_West,horizontal,no,45,-42.623778,-64.266139,medium,canon100d,Gonzalo Bravo,good,Light,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
IMG_5583 00351.jpg,IMG_5583.jpg,22/03/2019,GolfoNuevo,Pardelas,Middle_West,vertical,no,45,-42.623778,-64.266139,medium,canon100d,Gonzalo Bravo,good,Light,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5584 00352.jpg,IMG_5584.jpg,22/03/2019,GolfoNuevo,Pardelas,Middle_West,overhang,no,45,-42.623778,-64.266139,medium,canon100d,Gonzalo Bravo,good,Light,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5585 00353.jpg,IMG_5585.jpg,22/03/2019,GolfoNuevo,Pardelas,Middle_West,cavefloor,no,45,-42.623778,-64.266139,medium,canon100d,Gonzalo Bravo,good,Light,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5586 00354.jpg,IMG_5586.jpg,22/03/2019,GolfoNuevo,Pardelas,Middle_West,cavefloor,no,45,-42.623778,-64.266139,medium,canon100d,Gonzalo Bravo,good,Light,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5587 00355.jpg,IMG_5587.jpg,22/03/2019,GolfoNuevo,Pardelas,Middle_West,vertical,no,45,-42.623778,-64.266139,medium,canon100d,Gonzalo Bravo,good,Light,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5588 00356.jpg,IMG_5588.jpg,22/03/2019,GolfoNuevo,Pardelas,Middle_West,horizontal,no,45,-42.623778,-64.266139,medium,canon100d,Gonzalo Bravo,good,Light,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5589 00357.jpg,IMG_5589.jpg,22/03/2019,GolfoNuevo,Pardelas,Middle_West,horizontal,no,45,-42.623778,-64.266139,medium,canon100d,Gonzalo Bravo,good,Light,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5590 00358.jpg,IMG_5590.jpg,22/03/2019,GolfoNuevo,Pardelas,Middle_West,vertical,no,45,-42.623778,-64.266139,medium,canon100d,Gonzalo Bravo,good,Light,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5591 00359.jpg,IMG_5591.jpg,22/03/2019,GolfoNuevo,Pardelas,Middle_West,overhang,no,45,-42.623778,-64.266139,medium,canon100d,Gonzalo Bravo,good,Light,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5592 00360.jpg,IMG_5592.jpg,22/03/2019,GolfoNuevo,Pardelas,Middle_West,cavefloor,no,45,-42.623778,-64.266139,medium,canon100d,Gonzalo Bravo,good,Light,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5593 00361.jpg,IMG_5593.jpg,22/03/2019,GolfoNuevo,Pardelas,Middle_West,cavefloor,no,45,-42.623778,-64.266139,medium,canon100d,Gonzalo Bravo,good,Light,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5594 00362.jpg,IMG_5594.jpg,22/03/2019,GolfoNuevo,Pardelas,Middle_West,overhang,no,45,-42.623778,-64.266139,medium,canon100d,Gonzalo Bravo,good,Light,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5595 00363.jpg,IMG_5595.jpg,22/03/2019,GolfoNuevo,Pardelas,Middle_West,vertical,no,45,-42.623778,-64.266139,medium,canon100d,Gonzalo Bravo,good,Light,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5596 00364.jpg,IMG_5596.jpg,22/03/2019,GolfoNuevo,Pardelas,Middle_West,horizontal,no,45,-42.623778,-64.266139,medium,canon100d,Gonzalo Bravo,good,Light,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,5,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5597 00365.jpg,IMG_5597.jpg,22/03/2019,GolfoNuevo,Pardelas,Middle_West,horizontal,no,45,-42.623778,-64.266139,medium,canon100d,Gonzalo Bravo,good,Light,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5598 00366.jpg,IMG_5598.jpg,22/03/2019,GolfoNuevo,Pardelas,Middle_West,vertical,no,45,-42.623778,-64.266139,medium,canon100d,Gonzalo Bravo,good,Light,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5600 00367.jpg,IMG_5600.jpg,22/03/2019,GolfoNuevo,Pardelas,Middle_West,cavefloor,no,45,-42.623778,-64.266139,medium,canon100d,Gonzalo Bravo,good,Light,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5601 00368.jpg,IMG_5601.jpg,22/03/2019,GolfoNuevo,Pardelas,Middle_West,cavefloor,no,45,-42.623778,-64.266139,medium,canon100d,Gonzalo Bravo,good,Light,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5602 00369.jpg,IMG_5602.jpg,22/03/2019,GolfoNuevo,Pardelas,Middle_West,overhang,no,45,-42.623778,-64.266139,medium,canon100d,Gonzalo Bravo,good,Light,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5603 00370.jpg,IMG_5603.jpg,22/03/2019,GolfoNuevo,Pardelas,Middle_West,vertical,no,45,-42.623778,-64.266139,medium,canon100d,Gonzalo Bravo,good,Light,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5604 00371.jpg,IMG_5604.jpg,22/03/2019,GolfoNuevo,Pardelas,Middle_West,horizontal,no,45,-42.623778,-64.266139,medium,canon100d,Gonzalo Bravo,good,Light,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5606 00372.jpg,IMG_5606.jpg,22/03/2019,GolfoNuevo,Pardelas,Middle_West,vertical,no,45,-42.623778,-64.266139,medium,canon100d,Gonzalo Bravo,good,Light,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5608 00373.jpg,IMG_5608.jpg,22/03/2019,GolfoNuevo,Pardelas,Middle_West,cavefloor,no,45,-42.623778,-64.266139,medium,canon100d,Gonzalo Bravo,good,Light,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5609 00374.jpg,IMG_5609.jpg,22/03/2019,GolfoNuevo,Pardelas,Middle_West,cavefloor,no,45,-42.623778,-64.266139,medium,canon100d,Gonzalo Bravo,good,Light,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
IMG_5610 00375.jpg,IMG_5610.jpg,22/03/2019,GolfoNuevo,Pardelas,Middle_West,overhang,no,45,-42.623778,-64.266139,medium,canon100d,Gonzalo Bravo,good,Light,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5611 00376.jpg,IMG_5611.jpg,22/03/2019,GolfoNuevo,Pardelas,Middle_West,vertical,no,45,-42.623778,-64.266139,medium,canon100d,Gonzalo Bravo,good,Light,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5612 00377.jpg,IMG_5612.jpg,22/03/2019,GolfoNuevo,Pardelas,Middle_West,horizontal,no,45,-42.623778,-64.266139,medium,canon100d,Gonzalo Bravo,good,Light,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
IMG_5614 00378.jpg,IMG_5614.jpg,22/03/2019,GolfoNuevo,Pardelas,Middle_West,vertical,no,45,-42.623778,-64.266139,medium,canon100d,Gonzalo Bravo,good,Light,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5615 00379.jpg,IMG_5615.jpg,22/03/2019,GolfoNuevo,Pardelas,Middle_West,overhang,no,45,-42.623778,-64.266139,medium,canon100d,Gonzalo Bravo,good,Light,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5618 00380.jpg,IMG_5618.jpg,22/03/2019,GolfoNuevo,Pardelas,Middle_West,overhang,no,45,-42.623778,-64.266139,medium,canon100d,Gonzalo Bravo,good,Light,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5619 00381.jpg,IMG_5619.jpg,22/03/2019,GolfoNuevo,Pardelas,Middle_West,vertical,no,45,-42.623778,-64.266139,medium,canon100d,Gonzalo Bravo,good,Light,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5626 00382.jpg,IMG_5626.jpg,22/03/2019,GolfoNuevo,Pardelas,Middle_West,vertical,no,45,-42.623778,-64.266139,medium,canon100d,Gonzalo Bravo,good,Light,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5654 00383.jpg,IMG_5654.jpg,22/03/2019,GolfoNuevo,Pardelas,Shallow_East,overhang,no,45,-42.620333,-64.253717,shallow,canon100d,Gonzalo Bravo,good,Light,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5752 00384.jpg,IMG_5752.jpg,26/03/2019,GolfoNuevo,Pardelas,Deep_West,vertical,no,45,-42.632535,-64.274401,deep,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5753 00385.jpg,IMG_5753.jpg,26/03/2019,GolfoNuevo,Pardelas,Deep_West,overhang,no,45,-42.632535,-64.274401,deep,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5756 00386.jpg,IMG_5756.jpg,26/03/2019,GolfoNuevo,Pardelas,Deep_West,overhang,no,45,-42.632535,-64.274401,deep,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMG_5759 00387.jpg,IMG_5759.jpg,26/03/2019,GolfoNuevo,Pardelas,Deep_West,vertical,no,45,-42.632535,-64.274401,deep,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5764 00388.jpg,IMG_5764.jpg,26/03/2019,GolfoNuevo,Pardelas,Deep_West,vertical,no,45,-42.632535,-64.274401,deep,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5767 00389.jpg,IMG_5767.jpg,26/03/2019,GolfoNuevo,Pardelas,Deep_West,vertical,no,45,-42.632535,-64.274401,deep,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMG_5770 00390.jpg,IMG_5770.jpg,26/03/2019,GolfoNuevo,Pardelas,Deep_West,cavefloor,no,45,-42.632535,-64.274401,deep,canon100d,Gonzalo Bravo,good,two,25x25cm,yes,First samples,Confirmed,X: 0 - 100% / Y: 0 - 100%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
